4.9646,0.5897,1
1.5701,0.0872,1
3.3763,0.1963,1
0.1004,0.0325,1
0.7315,0.0163,1
0.2140,0.1870,1
0.0570,0.1916,1
0.3545,5.1763,1
0.0024,2.0349,1
0.7896,1.4714,1
0.0011,0.3785,1
0.4606,0.1333,1
0.5282,0.6535,1
0.1389,0.0419,1
0.0720,0.0033,1
7.2793,0.0188,1
0.0578,0.0361,1
0.2279,0.3352,1
0.0000,1.0766,1
0.0601,0.0003,1
2.2491,0.3647,1
0.4125,1.6088,1
0.8413,0.8458,1
0.2060,0.0150,1
0.0149,0.2276,1
0.2071,0.0120,1
0.0047,1.2402,1
0.6264,0.4726,1
0.8683,0.1306,1
0.2342,0.1257,1
0.0103,0.9075,1
1.4352,0.0662,1
0.0003,0.0742,1
0.0012,0.4299,1
0.2178,0.3380,1
0.6084,0.1264,1
0.0205,0.0536,1
0.0142,1.6705,1
1.0950,0.0792,1
0.0095,0.0000,1
0.6873,0.0697,1
0.4995,0.0738,1
0.4177,1.3400,1
2.2999,0.8501,1
0.0823,0.1886,1
0.0036,0.3830,1
1.1839,0.0261,1
0.1614,2.0801,1
2.0072,0.0011,1
0.0842,0.0013,1
0.1268,0.0820,1
0.2906,0.0101,1
0.2358,0.3572,1
0.0784,0.0390,1
0.0005,0.0164,1
1.0422,0.0363,1
0.0236,0.0002,1
2.5290,0.1576,1
0.6721,2.2167,1
1.3651,0.0765,1
0.0375,0.4735,1
0.0000,0.2205,1
1.8874,0.6618,1
0.5621,0.4518,1
0.4100,0.2002,1
1.1284,0.0001,1
0.0827,0.0761,1
0.0019,0.2000,1
0.4710,1.2137,1
1.0023,3.0913,1
1.0287,0.5989,1
0.0113,0.1270,1
1.5060,0.4487,1
1.7625,0.1733,1
0.0605,0.0839,1
0.2106,0.0131,1
0.0072,0.5636,1
0.6177,2.0363,1
1.1137,0.1386,1
0.0115,0.6108,1
0.8171,0.0071,1
0.6294,0.3179,1
0.3859,0.0352,1
0.1073,0.1315,1
0.0858,1.3230,1
0.1235,0.0067,1
0.0053,0.0457,1
1.4444,1.0189,1
1.0740,0.3255,1
0.0431,0.0525,1
0.6315,0.1259,1
0.1146,0.5171,1
1.1484,0.0663,1
0.0105,0.4315,1
0.8671,1.6672,1
0.1658,0.3978,1
0.9983,0.9108,1
0.0871,0.3894,1
1.4952,0.0196,1
0.0606,1.8296,1
0.0528,0.7687,1
0.0139,0.2328,1
0.3232,0.7517,1
0.0048,0.5232,1
0.9217,0.0058,1
1.5147,0.0809,1
0.0057,0.0848,1
0.9949,0.1125,1
0.0375,0.0449,1
0.1020,0.4145,1
0.0215,1.8051,1
0.5039,0.3272,1
0.0845,0.2667,1
0.7251,0.1691,1
0.0524,0.1538,1
0.0272,0.0177,1
0.2600,1.0798,1
1.1373,0.8433,1
0.0158,0.0272,1
0.0127,0.5511,1
1.0950,0.0059,1
0.0000,0.3008,1
0.0001,0.1027,1
0.0284,0.2510,1
0.4396,0.2633,1
0.0095,0.1706,1
0.1369,0.0087,1
0.6571,0.0603,1
0.6765,0.1225,1
0.4288,0.0470,1
0.0618,0.6188,1
5.1269,0.1805,1
0.5910,0.6819,1
0.5789,0.3232,1
0.2004,3.2238,1
0.0017,0.0032,1
1.3078,0.0715,1
0.5794,0.3225,1
0.3972,0.1937,1
0.9169,0.0314,1
0.7764,0.0712,1
0.0127,0.5948,1
0.0499,0.1254,1
0.1462,1.2989,1
0.0765,0.4388,1
0.0032,0.4948,1
0.1290,0.0155,1
0.8391,2.5327,1
0.0653,0.1414,1
0.0697,0.0986,1
0.3918,0.5314,1
1.0276,0.1768,1
1.0042,1.3754,1
1.2011,0.4266,1
0.2484,0.0331,1
0.7704,0.0463,1
0.6071,1.0143,1
1.1244,0.4645,1
1.2335,0.3378,1
0.1026,0.7544,1
5.8532,0.8271,1
0.9564,0.0846,1
1.1150,0.0883,1
0.0675,0.6783,1
0.0012,0.1152,1
0.4897,0.9322,1
0.1127,0.1598,1
0.2319,0.0807,1
0.3145,0.1939,1
0.4606,0.0107,1
0.0548,0.6128,1
0.0053,0.2932,1
0.0063,0.0342,1
0.0201,2.7471,1
2.7582,0.1348,1
0.0012,0.6175,1
0.0123,0.4118,1
2.1415,0.1228,1
0.5367,1.4077,1
0.2510,0.0000,1
0.2317,0.3228,1
0.0651,0.0030,1
2.8123,0.0165,1
0.3984,0.5937,1
1.6370,0.6438,1
0.8548,0.0021,1
0.8940,0.3514,1
0.0374,0.0045,1
1.8114,0.0659,1
7.3527,0.4449,1
0.0593,0.5183,1
0.2471,0.7242,1
0.0376,0.0629,1
0.1113,0.1058,1
0.1392,0.2382,1
2.1152,0.0091,1
0.5292,0.0081,1
0.0378,0.0810,1
0.0197,0.6228,1
0.0018,1.4084,1
0.2406,0.8803,1
0.2584,0.0848,1
0.6551,0.0333,1
0.0250,0.0824,1
3.3238,0.7130,1
0.0082,0.1717,1
1.1450,0.6522,1
0.8404,1.6172,1
0.0065,0.0825,1
0.3665,0.0113,1
0.1299,0.0283,1
0.4011,0.4938,1
0.1135,0.0138,1
0.0733,0.1505,1
0.2414,1.8064,1
1.0046,0.0290,1
1.6215,0.7502,1
0.7597,0.0253,1
0.7564,0.7896,1
0.3170,0.0724,1
0.2721,1.0057,1
0.0678,0.1778,1
0.1323,0.1376,1
0.1706,2.5581,1
0.2231,0.0366,1
0.7990,1.2569,1
1.5147,0.0008,1
0.2189,0.1109,1
0.0677,0.1909,1
0.2757,2.4520,1
0.1361,0.2693,1
0.0288,0.3213,1
0.0182,1.3016,1
0.0227,0.0033,1
0.7401,0.4215,1
0.0686,0.0179,1
0.2519,0.1478,1
0.1823,0.0796,1
0.2576,0.0284,1
0.0292,1.9537,1
1.6296,0.2000,1
0.3294,0.7690,1
0.1799,0.0515,1
0.0153,0.2795,1
1.9637,1.4824,1
0.3028,0.0820,1
0.0264,0.0003,1
0.7124,0.0020,1
0.2232,0.2455,1
0.0008,0.0229,1
0.4774,0.5665,1
1.7993,0.0954,1
0.2859,0.1615,1
0.0348,0.0097,1
0.8104,0.6253,1
0.3295,2.4097,1
0.1314,0.6879,1
0.0000,0.1706,1
0.7072,0.2729,1
0.1213,0.0559,1
0.0452,0.0144,1
1.0492,0.0908,1
0.0144,0.0202,1
0.0030,0.1626,1
0.1502,0.0406,1
0.2080,0.0029,1
0.3231,0.2668,1
1.2485,0.0200,1
0.1903,1.3030,1
0.2285,1.6498,1
0.1601,0.1594,1
1.7385,0.3100,1
0.6200,0.0276,1
0.0513,0.0121,1
0.6666,0.6244,1
0.0011,0.4947,1
0.0232,0.1396,1
0.3433,0.5893,1
0.1250,0.5187,1
1.6933,0.0871,1
0.0039,0.1658,1
0.2939,0.1444,1
0.0061,0.3217,1
0.0560,0.0821,1
0.0233,0.1670,1
0.1348,1.3768,1
0.6838,1.0955,1
0.3189,0.0429,1
0.1274,0.3362,1
0.0391,0.1007,1
0.3509,0.2570,1
0.0104,0.0796,1
0.2303,0.0077,1
0.0057,0.2407,1
0.0000,0.1118,1
0.5778,0.4709,1
1.0058,0.2262,1
0.0671,1.3502,1
0.5846,0.0247,1
0.0013,3.4908,1
3.0651,0.2305,1
0.2657,0.0178,1
0.0046,0.0770,1
1.2597,0.0055,1
0.1801,0.0356,1
3.8163,0.0197,1
0.5076,0.0308,1
0.3066,0.0049,1
0.2439,0.0000,1
0.8485,0.6090,1
0.6533,0.3694,1
0.5925,0.8140,1
0.0127,0.2227,1
0.0181,0.0188,1
0.0294,0.5693,1
0.1787,0.8921,1
1.8317,0.7997,1
0.7110,0.7819,1
0.0231,0.0779,1
0.1678,0.0001,1
1.3163,0.2219,1
1.0494,1.5739,1
0.0359,0.8957,1
0.4435,0.6687,1
0.0173,0.4962,1
0.0002,0.9272,1
0.3282,0.2413,1
1.0988,0.4220,1
0.1167,1.1462,1
1.1819,0.5693,1
0.3556,1.5557,1
0.2627,1.8920,1
0.2527,0.4189,1
2.8740,1.7145,1
0.0488,1.0320,1
0.0036,0.0569,1
0.0059,0.8060,1
0.1708,0.1076,1
1.3749,0.1162,1
0.0110,0.0804,1
0.8550,1.4640,1
0.0222,0.0247,1
0.1377,1.9328,1
0.0477,0.0055,1
0.0173,0.0011,1
0.6982,0.5410,1
1.5916,0.0362,1
3.7587,0.3229,1
0.0115,0.0038,1
0.0634,0.5190,1
0.0533,1.3702,1
0.7621,0.2136,1
0.0093,0.6542,1
3.7499,0.0446,1
0.4116,1.3295,1
0.0010,0.8152,1
0.3294,0.1460,1
0.3103,0.0000,1
1.2954,1.5782,1
3.1276,0.0147,1
0.0751,0.0048,1
0.4742,0.2724,1
0.0026,2.9327,1
0.8215,0.1621,1
0.1444,0.0766,1
0.9281,0.0614,1
0.2448,0.1040,1
1.5862,1.5465,1
0.1247,0.0209,1
0.7619,0.0401,1
0.2233,0.0818,1
0.0000,0.1546,1
1.3628,0.1496,1
0.2667,0.1768,1
0.0041,2.4326,1
1.5888,0.5007,1
1.0208,0.4108,1
0.0128,0.5581,1
