-0.8161,-0.3810,0.4716,0.3587,0.4220,-0.2370,-0.5785,0.7180,-0.6618,-2.0146,1
0.4012,0.6059,-2.3360,-0.1922,-0.9756,0.4989,-1.0175,-0.8210,-1.3918,-0.0696,1
0.6875,0.3128,0.7676,0.5409,1.2499,0.7282,-0.1029,0.7382,-0.1160,0.2413,1
0.4971,0.2254,0.4945,-0.7381,-0.0820,0.8267,-0.0223,0.2341,0.6429,-0.6692,1
-0.8708,-0.6237,-0.8546,0.0849,0.4429,-1.5308,0.4673,0.1773,-1.2614,1.5958,1
-1.2902,-1.5780,-0.8509,-0.2854,0.6444,-0.4706,-0.9988,0.9755,0.9679,1.9871,1
0.7257,-1.2411,1.2243,1.2711,1.6702,0.0793,0.0041,-0.0316,-0.4030,0.5488,1
1.8350,-0.2928,0.6069,1.8622,0.1993,-0.2679,0.4525,0.9626,-1.0495,-0.9502,1
-0.6565,1.5082,-0.7012,-1.8108,0.1767,1.6764,1.1826,-1.4981,-0.5514,0.7255,1
0.1748,0.3221,-1.4579,-0.8207,-1.1823,0.5921,-1.6233,-0.0441,-0.4053,0.6853,1
-0.3510,-1.0661,0.2355,-1.2779,-1.4285,-0.9517,0.3183,0.6977,-0.1739,-1.1906,1
0.4891,1.0484,0.3539,-0.2507,-0.8757,1.0954,-0.3781,0.3723,-0.9895,0.1818,1
-0.7138,1.1552,-0.3553,-1.0490,1.3537,0.3644,-0.0238,-0.4155,1.0353,1.9629,1
-0.2696,-2.0155,-0.9364,-0.9287,-2.1745,-0.3122,0.8583,1.0514,0.9020,-0.2742,1
-0.2245,-1.0380,-0.1461,-1.7621,-0.1407,0.8509,1.3717,0.2305,0.1120,1.1507,1
-0.2182,1.3058,0.2640,-0.2080,-0.2797,1.8372,0.1899,0.9887,-0.5524,-0.2030,1
-0.1964,-0.3034,-0.0119,0.9586,-0.5860,-0.9397,-0.1844,1.3952,-1.3070,-0.2503,1
-0.6360,0.9045,1.1669,-0.9082,-1.9940,-0.7122,0.9965,-0.4819,-0.8963,0.6995,1
-0.1302,0.3715,1.4390,0.8464,-0.1693,0.1255,0.6279,-0.3277,0.3504,0.3136,1
0.0817,0.8052,0.6994,-0.0295,-2.6273,1.0441,-0.4011,0.0445,1.7767,0.7562,1
-0.0115,-0.3190,1.1325,-0.3983,-0.8428,0.7161,-1.9959,0.7805,0.1683,0.8849,1
0.3564,-0.2799,-0.4833,0.8302,-0.4451,0.3587,-1.1176,0.3476,-1.5487,-0.7279,1
-0.6634,-2.2049,-2.5147,1.3978,-0.3406,-0.4132,0.1159,0.0506,-0.8961,-0.6262,1
0.7251,0.6528,-2.0062,0.7565,0.1659,0.1168,0.2867,2.1037,0.2919,-0.1451,1
1.4154,-1.2524,0.2199,-0.4693,1.1140,-0.1585,-1.0061,-2.5461,-0.4453,0.0616,1
0.9076,-0.2428,-0.9408,-0.4656,1.2229,-0.7970,-0.4120,1.3273,0.7725,0.5749,1
1.1577,-2.4638,0.2572,-0.4304,1.7126,0.0005,-1.2047,-1.8951,-1.2766,-0.5150,1
0.4207,-0.9666,1.3168,0.6783,-0.7369,-2.4119,-2.2862,-0.0805,-0.0047,0.1748,1
-0.1465,-1.5490,0.4793,-0.0560,0.1439,1.8748,-1.2336,-0.3489,-0.1817,0.8275,1
2.1361,-0.5296,0.7222,0.2647,0.2581,0.5006,0.8609,0.7590,0.5804,-0.2656,1
-0.4569,-0.3485,-2.0993,0.0289,-0.2575,-0.7739,1.5568,1.6259,-1.0846,-1.5321,1
0.5054,0.9063,0.8307,-0.2681,1.4567,0.5387,-2.3975,-1.4742,1.0348,1.4848,1
-1.8601,-1.6009,-0.0984,1.1409,0.6539,-0.6083,0.4770,-0.3544,-0.6637,0.0608,1
-1.1058,-0.6978,-0.2089,0.1055,-0.3075,-0.7826,0.4762,0.9774,1.7156,-1.5041,1
-1.4062,-0.4767,-0.8918,0.2317,-1.2348,0.1622,-0.3728,-0.1222,-0.6154,-0.6054,1
1.6134,-1.4329,0.8918,1.3230,0.6657,0.3170,-0.0177,1.1570,0.4861,-0.9510,1
-0.7307,0.2849,0.3755,-1.3013,0.3895,-0.4869,-1.2717,-1.1961,0.1484,-0.7341,1
-0.1140,0.4020,-1.0550,0.5768,0.6446,-1.0353,0.3985,-0.7089,-0.9924,-1.7838,1
0.0256,-1.2738,-0.1860,0.1162,0.8074,1.1709,0.7225,1.3388,-0.7212,-3.1469,1
0.4984,0.0055,-2.4058,2.6946,0.3312,1.1044,1.5939,-1.0857,0.5034,0.0646,1
1.2928,0.6757,2.2779,1.2152,0.6771,-1.3052,0.8767,-0.2638,-0.9614,-0.4620,1
-0.6523,-0.4586,0.0932,1.9204,-0.1532,1.2619,1.0108,0.5327,0.3238,0.8070,1
-0.1288,0.9730,-0.4354,2.4177,-0.2654,-0.7604,-1.9858,-0.5848,-0.6537,0.0404,1
1.0048,0.5342,0.0457,-0.3031,1.1339,-1.9055,-0.2919,1.0005,-0.1216,-1.9174,1
-0.1889,-1.4044,0.3331,-0.6756,-0.0532,-1.1256,-1.4707,-1.2570,-1.2679,-0.8829,1
-0.5377,1.0528,0.3497,-0.4834,-1.5485,-0.3745,-2.3603,-0.2531,0.9478,-1.7196,1
0.6238,0.5973,0.5815,-1.4100,-0.9139,-0.1005,-0.6562,1.0707,-0.6048,-0.6123,1
1.2347,-1.5171,-1.3408,-1.8373,0.6428,0.6279,0.4977,-1.4494,-1.1170,-0.5596,1
0.1987,0.3934,0.7819,-0.7906,1.2074,1.9742,0.2749,-0.6197,-0.8926,0.5056,1
-0.3444,-1.0429,0.6610,1.9940,1.6708,-1.8095,0.5426,-0.6784,1.5819,0.6941,1
-0.2755,-1.0105,-1.0323,-1.1320,1.8366,0.2694,1.0264,-1.8280,-0.1989,0.0032,1
-1.1222,-0.0671,-0.4136,-0.6220,-0.5571,-2.0355,0.0723,-0.1381,-0.7219,-0.0275,1
1.9220,1.0825,1.4921,2.0463,2.5939,0.7626,-0.5675,1.7177,-0.1915,-1.0844,1
1.2813,-1.2127,0.8707,-0.8010,-0.6375,1.2492,0.3193,-0.3366,0.1931,-0.1010,1
0.8880,0.6119,0.3007,-0.8556,0.9994,0.6986,-0.6416,0.7305,-0.6390,0.4127,1
-2.1489,0.1919,0.7330,-0.2829,-0.8302,-0.9788,0.5043,0.7017,-0.6955,-0.8608,1
0.9543,0.6104,-2.3323,-1.8124,-0.5570,-1.1793,-1.1164,-0.4990,-0.8963,-0.2462,1
1.8260,0.3840,-0.5687,1.6027,-1.9039,-1.0920,-0.3778,-0.0127,-0.1716,-0.3807,1
-0.0710,-0.5993,0.2055,-0.4080,0.6031,0.5630,-1.4864,-0.5381,1.1094,0.0134,1
-1.1952,-2.4829,-0.7203,2.2426,2.2012,-1.9488,-0.1209,0.7403,-1.7630,-0.3646,1
-1.3381,-1.5866,-0.6446,1.3961,1.3908,-0.1741,-1.1841,0.0332,1.0481,-0.0124,1
1.7522,1.6082,0.1355,-0.0122,0.5419,1.0967,0.4196,0.6887,-0.8650,-0.1906,1
-1.3392,0.1489,0.1616,0.4688,-0.2103,-0.4775,0.0600,-1.9900,1.0211,0.0463,1
2.1629,-1.0263,-0.0716,1.2778,-1.7702,0.9041,1.0742,0.2970,1.3483,0.4163,1
-0.2317,-0.7343,-1.6703,0.7011,0.2617,0.9705,1.1202,1.4871,2.5969,-1.4280,1
-0.8552,-0.4674,2.0643,0.7278,1.8466,0.5703,1.8983,0.5324,0.4513,1.6058,1
-1.6435,-1.2625,0.7344,0.0893,0.6350,0.2851,0.0356,-0.9674,-0.8631,0.5585,1
-0.1189,-0.3392,2.1347,0.0444,0.3030,1.3714,0.0479,-1.9959,-0.0822,0.4203,1
0.4312,0.7710,-0.1570,-1.2823,0.8229,-0.9370,-1.0437,-0.7803,0.2250,-0.6600,1
-1.7388,0.6129,-0.8117,-0.0895,0.2408,1.3352,0.2545,0.0564,-0.9057,-3.3420,1
-1.5872,-0.3911,-0.0556,0.4058,1.1725,1.4762,-1.1476,0.0591,0.8373,-1.0018,1
1.7211,0.4512,2.2225,0.7241,0.5264,-0.9996,0.5426,-1.1134,0.5169,0.1308,1
1.1815,-1.7929,-1.5645,-0.3783,1.1741,-1.0882,-1.4117,0.9872,-1.0793,-0.6894,1
-0.4943,-1.5349,0.0706,-0.6607,-1.4025,0.9540,-0.3619,0.5130,0.9616,-1.1209,1
0.1938,2.4449,0.5297,0.9459,1.0377,2.1697,0.5066,-0.1896,0.7630,0.2537,1
0.4827,1.7476,-0.7714,-0.3810,-0.6051,-0.3894,-1.8000,-0.7798,-0.6033,-1.3736,1
0.9941,-1.0741,1.1856,-0.5818,1.4350,0.1532,1.7066,-1.8134,1.1427,-0.9121,1
1.2934,0.9644,-0.0403,1.3593,-1.2374,-1.5734,0.5869,0.1469,2.7045,0.3001,1
-1.3246,0.3029,-0.5709,0.4872,1.2754,-2.5011,0.5175,1.3404,0.2350,-1.9062,1
-0.3371,-0.1308,-1.2039,0.0360,-0.5706,-1.3707,-1.5773,1.2907,-2.3697,-0.8827,1
-1.3636,-0.1171,-0.4748,-0.0409,0.0578,1.0610,1.3167,2.9002,-1.4821,-0.8646,1
0.4095,0.2857,-1.2786,-2.5411,0.4377,1.5481,0.5374,-0.3208,-1.3951,-1.9036,1
0.5341,-1.1933,1.6255,0.7180,0.4810,0.3630,0.8183,-0.7548,-0.0832,0.2080,1
0.1421,-1.3016,-0.6112,-0.0909,0.0592,-0.5095,1.1167,-0.0506,-0.3918,-1.1039,1
0.2156,1.0642,-0.3758,0.4656,2.3613,0.7100,-1.8893,0.1500,-0.5580,0.5006,1
0.2920,0.3940,-0.1767,-0.1307,-0.2301,1.0007,-0.2947,-1.4762,-1.2692,-1.1908,1
-0.7670,-1.0293,-2.7054,1.2530,0.2801,1.3086,0.9990,-0.4667,-0.9369,0.8564,1
-0.3771,-2.3381,1.9078,-0.1779,-0.6702,0.9398,-1.5551,-0.2679,2.1126,-2.4123,1
1.2489,1.1942,0.6654,0.7319,1.2005,-0.5017,0.3183,-1.8322,-1.7627,-1.3638,1
0.3971,-1.1275,1.1495,0.4754,0.7569,2.2139,-1.2491,-1.8066,0.2593,0.0249,1
-0.9948,-1.5149,-0.5057,-1.4379,-0.7775,-0.3287,0.1576,0.7489,-0.1078,1.1161,1
-0.1754,-1.3860,-0.6507,1.1464,0.3357,-0.6272,-0.3573,0.0518,-1.1926,-0.8181,1
2.8502,0.2662,0.0339,-0.8885,-0.4114,0.6046,0.4970,1.4464,-1.7587,-1.3523,1
-0.1306,-0.9783,0.9653,0.4323,-0.7212,-0.7894,-0.3301,-1.0617,-0.4984,-0.6280,1
-1.5024,0.1441,-0.3137,-1.0379,0.3336,-0.8097,-0.5778,1.2057,0.0710,0.3878,1
-0.9978,0.7144,0.1275,0.2511,-0.6953,0.5458,-0.8960,-1.5586,-0.4482,0.0737,1
-0.3349,-0.7618,0.8137,-1.1772,-2.1073,-0.2397,-0.5485,0.0047,-2.2130,-0.1992,1
0.1697,-0.4185,0.7813,0.9898,0.0039,1.8482,-0.0796,-0.0892,-1.3883,0.0485,1
-0.7334,-0.6801,1.4193,0.4744,0.2030,-0.7571,-0.3347,-0.9665,1.4393,-1.3021,1
-0.6488,-0.9386,-0.3330,-1.0796,-0.8807,-0.1112,0.4070,0.2080,0.8561,-1.7059,1
1.1962,1.0172,0.4132,1.1507,2.0372,-0.4558,-0.2289,0.6123,2.5066,-0.3836,1
0.0425,-1.5461,-2.3860,-0.6779,0.3050,-0.2100,2.0816,-1.0600,-0.5093,-0.0100,1
0.2980,-0.2368,0.8028,1.1967,-0.0820,-0.1476,-1.1781,0.6058,-1.1328,1.5807,1
-0.3306,-1.1002,-0.2509,0.2231,0.7276,-0.3038,-0.4689,-1.1342,-1.7545,-0.2485,1
1.2334,-0.9440,1.1339,0.2137,1.0241,-1.2929,2.0942,-0.4808,1.1406,-0.1507,1
0.2054,0.6126,0.2484,1.3558,-2.3491,-1.3342,-0.4885,0.6142,0.2681,-0.3061,1
0.5619,0.1105,-0.8458,0.7943,-0.1103,-0.1615,0.7564,1.0490,0.8842,0.3986,1
-1.1475,0.9283,0.8296,-1.1488,0.2725,0.7698,1.0832,-0.1393,-0.7045,-0.3714,1
-1.2419,-0.1958,0.7676,0.4530,1.0006,0.7461,0.4432,1.5672,-0.0137,-0.5010,1
-0.8356,-0.2227,0.6063,-1.2210,-0.5683,0.3919,1.2716,0.7199,-1.1885,-0.0066,1
0.6342,0.0177,-0.1956,1.2851,-0.9607,-0.0622,-1.6713,0.4503,0.1418,0.0039,1
0.4795,-0.0999,0.2988,-1.1081,0.8309,0.5605,0.1469,-0.1813,1.2104,1.1892,1
-0.3591,-0.9390,1.2929,0.0862,-0.6143,1.0350,0.3035,-1.4803,-0.5400,0.8280,1
-1.3221,-1.6336,1.7175,1.3891,-0.6948,0.4632,-0.3650,0.1150,0.2880,-0.5963,1
0.0339,-0.5031,-0.3603,-1.2443,-1.0710,-0.8959,0.4125,0.4965,0.8297,-0.5898,1
-0.2489,-0.1838,-0.1487,-0.2487,0.1778,0.2065,1.2237,0.5551,0.2074,2.6678,1
-0.3113,0.3797,-2.3832,-1.7548,-0.7169,0.4545,-0.2173,-1.1756,0.6164,-0.3272,1
0.9475,0.2397,-1.5562,0.6429,-1.0417,-0.5650,0.2105,-0.1241,-0.4120,0.1337,1
-0.0232,0.0137,1.0830,-1.5234,0.1568,1.0349,-0.4675,-0.8300,0.6182,-0.6162,1
-3.1812,2.0490,0.0579,-0.9011,0.7108,-0.5688,-0.9372,0.9353,-0.5379,0.3915,1
-0.6474,-0.5665,-1.2323,-1.1031,1.1237,1.6310,-0.1392,0.3763,0.6340,-0.1062,1
-0.7204,-0.4315,-0.1061,0.0025,1.8947,1.3744,1.5620,-0.3301,0.3233,-0.2031,1
0.7849,-0.5949,-0.5041,-0.2840,0.0382,-0.4694,0.4871,-1.8503,-0.5751,-0.3421,1
0.9867,0.1582,-0.6234,-2.0781,-0.7031,-1.4795,1.6929,-0.1581,-1.1382,-0.1976,1
-0.3433,0.1233,0.2075,1.0123,0.0064,0.3002,0.0181,2.6799,0.4780,0.6933,1
-0.0334,0.7511,-0.6002,-1.1557,0.4025,0.0075,-0.2846,-0.0333,-0.8044,0.1731,1
-1.2614,0.5858,0.8446,0.1642,-0.8921,-0.9768,-0.9179,0.1704,-0.7101,0.7826,1
1.2366,1.9211,-2.0534,-1.5149,0.0413,-1.5795,0.3351,1.5488,-1.3371,-0.3008,1
1.0206,0.6715,-0.6857,0.2134,0.3293,0.3830,-0.4238,0.0168,-0.6198,-1.8648,1
0.4935,0.3631,-0.1019,0.8381,1.5925,0.6675,-0.7918,-0.2089,0.9209,1.0221,1
0.4384,-0.8454,-1.2597,1.2829,-0.2430,-0.7644,2.4652,-0.0078,-1.0353,-0.2098,1
0.0528,-0.6560,-0.0629,-0.8604,0.2706,-0.8948,-0.2118,0.2714,-1.5408,1.7304,1
0.1043,1.2047,0.0481,1.1576,0.3932,0.5061,0.0565,-0.2351,0.6744,0.2002,1
-0.1122,0.5170,1.1647,0.2557,0.6756,2.4576,2.2259,-0.7703,0.9910,0.4388,1
0.1867,0.3913,0.4510,0.0352,0.3004,-0.0846,-1.9046,0.0677,0.2072,2.1168,1
1.0749,-1.4465,1.0604,-0.2787,0.3401,1.4618,-0.6519,0.2592,0.8545,-2.0972,1
-1.6292,-0.0368,1.5151,0.0862,-0.7189,0.3785,-0.0258,-0.3189,-1.4631,0.7367,1
-1.1251,1.7815,0.5559,-1.3441,1.1662,0.9029,0.5923,-1.9071,-0.2369,0.1966,1
-0.3075,-0.0601,0.9802,-0.5518,-0.0628,0.5897,0.2744,0.0377,1.2064,1.0575,1
1.6440,-0.8409,0.2133,-1.4625,0.0936,-0.5623,-0.4146,-1.0868,-1.4770,0.2712,1
-0.5784,-1.0371,0.9419,-1.3401,-0.0459,0.3460,0.4415,-0.8921,0.6901,1.3760,1
-0.2806,1.5054,-0.1697,1.1007,1.1495,-0.2662,-0.0296,-0.4610,1.5352,2.4641,1
-0.2020,0.7986,1.1645,0.0645,2.5459,1.1772,-0.8208,-0.7330,2.0240,1.2571,1
-0.0302,-0.7253,0.6361,1.4586,0.5873,-0.4131,-0.1640,0.4894,-1.5137,-1.2198,1
0.3033,1.2926,1.7547,0.5640,0.6054,0.3650,0.5260,-1.0989,1.4052,2.0816,1
0.8099,-0.4603,-0.0776,1.9855,1.0620,0.5652,0.5580,-1.0024,-1.9009,-1.2381,1
0.4845,-1.2423,-1.5476,-0.6782,1.2871,-0.3336,0.7937,1.3852,1.5078,0.3332,1
0.7563,-0.4976,-0.0692,0.9501,-1.2582,-0.6604,0.8508,-1.2983,-0.4941,0.0214,1
-0.1043,0.4161,0.1605,0.5516,-0.2193,1.1940,-0.1782,0.2977,0.0407,-0.9904,1
-1.4289,-0.5880,-0.9230,0.2165,0.5458,-0.1593,2.3906,-0.5303,0.8019,-0.0478,1
-0.5837,-0.2239,1.5352,-2.0672,0.6292,-0.1071,1.2847,0.2121,-0.5445,0.5785,1
0.2512,0.4186,-0.9688,0.7975,-0.8949,0.8868,0.7225,-0.0985,-0.7246,-0.5821,1
-0.6704,-0.7204,-0.1485,1.4813,1.4687,-1.2481,-1.2719,0.3266,0.6928,-0.1864,1
0.1575,0.6063,0.0723,-0.5026,-1.4457,-1.5926,1.6069,0.8896,-0.1980,-1.0215,1
0.4107,0.5520,-0.2364,0.7888,-1.7665,0.4403,-0.4054,0.6102,-0.0936,-1.1214,1
-0.3822,-1.5384,-0.4237,0.1026,-1.1925,0.7013,-0.0305,-0.8788,-0.6500,0.7151,1
-1.0226,-0.8934,0.1908,-0.6773,0.3180,-0.5197,0.3316,0.4969,-0.5873,0.1469,1
-0.4039,0.7347,-0.4456,0.6271,-0.0403,0.1282,-0.0328,0.0232,0.6354,-0.0682,1
1.7366,-0.2577,-0.2407,1.9068,1.9473,0.7810,-1.1491,-1.0528,0.0211,0.9790,1
0.5449,-0.7833,-0.3161,-1.4770,-1.2767,-1.0054,2.4573,-0.0409,-1.3905,-1.1908,1
0.0093,1.5853,-0.9051,0.5125,-1.3131,0.4024,-0.0433,1.5394,-0.0184,1.8477,1
0.3172,-0.4925,0.0719,-0.8985,1.1939,2.6895,-1.0304,-1.0908,-0.1089,-0.2363,1
0.5224,-0.8047,-0.0430,-1.1252,0.6645,1.4377,-0.3739,-1.8353,-1.0351,-0.8563,1
-0.7701,0.9475,1.7369,-0.8238,1.0673,-0.8542,1.9212,0.4240,-0.7692,-1.2545,1
1.2304,0.7505,-1.5220,-0.4936,-0.9959,-0.9733,1.0084,-0.2282,1.4104,0.9679,1
-2.6979,0.1428,-0.3350,-0.8369,-0.6022,-0.1163,-0.5123,-0.7403,-0.8981,1.2796,1
